Code,Code Type,Description,All Years,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CPT-20611,CPT,ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20612,CPT,Aspiration and/or injection of ganglion cyst(s) any location,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20660,CPT,Application of cranial tongs  caliper  or stereotactic frame  including removal (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20680,CPT,Removal of implant; deep (eg  buried wire  pin  screw  metal band  nail  rod or plate),22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20690,CPT,Application of a uniplane (pins or wires in one plane)  unilateral  external fixation system,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20900,CPT,Bone graft  any donor area; minor or small (eg  dowel or button),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20902,CPT,Bone graft  any donor area; major or large,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20926,CPT,Tissue grafts  other (eg  paratenon  fat  dermis),82,-1,-1,-1,23,27,-1,-1,15,-1,-1,-1,-1 
CPT-20930,CPT,Allograft for spine surgery only; morselized,163,-1,-1,-1,28,103,32,-1,-1,-1,-1,-1,-1 
CPT-20931,CPT,Allograft for spine surgery only; structural,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20936,CPT,Autograft for spine surgery only (includes harvesting the graft); local (eg  ribs  spinous process  or laminar fragments) obtained from same incision,154,-1,-1,-1,27,101,26,-1,-1,-1,-1,-1,-1 
CPT-20937,CPT,Autograft for spine surgery only (includes harvesting the graft); morselized (through separate skin or fascial incision),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-20999,CPT,Unlisted procedure  musculoskeletal system  general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21012,CPT,EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ 2 CM/>,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21085,CPT,Impression and custom preparation; oral surgical splint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21554,CPT,EXC TUMOR SOFT TISSUE NECK/THORAX SUBFASC 5 CM/>,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21557,CPT,Radical resection of tumor (eg  malignant neoplasm)  soft tissue of neck or thorax,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21600,CPT,Excision of rib  partial,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21700,CPT,Division of scalenus anticus; without resection of cervical rib,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-21930,CPT,Excision  tumor  soft tissue of back or flank,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22224,CPT,Osteotomy of spine  including discectomy  anterior approach  single vertebral segment; lumbar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22551,CPT,ARTHRD ANT INTERBODY DECOMPRESS CERVICAL BELW C2,42,-1,-1,-1,-1,24,18,-1,-1,-1,-1,-1,-1 
CPT-22552,CPT,ARTHRD ANT INTERDY CERVCL BELW C2 EA ADDL NTRSPC,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22554,CPT,Arthrodesis  anterior interbody technique  including minimal discectomy to prepare interspace (other than for decompression); cervical below C2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22558,CPT,Arthrodesis  anterior interbody technique  including minimal discectomy to prepare interspace (other than for decompression); lumbar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22585,CPT,Arthrodesis  anterior interbody technique  including minimal discectomy to prepare interspace (other than for decompression); each additional interspace (List separately in addition to code for primary procedure),11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22600,CPT,Arthrodesis  posterior or posterolateral technique  single level; cervical below C2 segment,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22610,CPT,Arthrodesis  posterior or posterolateral technique  single level; thoracic (with or without lateral transverse technique),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22612,CPT,Arthrodesis  posterior or posterolateral technique  single level; lumbar (with or without lateral transverse technique),80,-1,-1,-1,31,31,12,-1,-1,-1,-1,-1,-1 
CPT-22614,CPT,Arthrodesis  posterior or posterolateral technique  single level; each additional vertebral segment (List separately in addition to code for primary procedure),25,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22630,CPT,Arthrodesis  posterior interbody technique  including laminectomy and/or discectomy to prepare interspace (other than for decompression)  single interspace; lumbar,93,-1,-1,-1,-1,67,20,-1,-1,-1,-1,-1,-1 
CPT-22632,CPT,Arthrodesis  posterior interbody technique  including laminectomy and/or discectomy to prepare interspace (other than for decompression)  single interspace; each additional interspace (List separately in addition to code for primary procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22633,CPT,ARTHDSIS POST/POSTEROLATRL/POSTINTERBODY LUMBAR,44,-1,-1,-1,14,21,-1,-1,-1,-1,-1,-1,-1 
CPT-22634,CPT,ARTHDSIS POST/POSTERLATRL/POSTINTRBDYADL SPC/SEG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22800,CPT,Arthrodesis  posterior  for spinal deformity  with or without cast; up to 6 vertebral segments,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22830,CPT,Exploration of spinal fusion,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22840,CPT,Posterior non-segmental instrumentation (eg  Harrington rod technique  pedicle fixation across one interspace  atlantoaxial transarticular screw fixation  sublaminar wiring at C1  facet screw fixation),144,-1,-1,-1,38,85,20,-1,-1,-1,-1,-1,-1 
CPT-22842,CPT,Posterior segmental instrumentation (eg  pedicle fixation  dual rods with multiple hooks and sublaminar wires); 3 to 6 vertebral segments,28,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1 
CPT-22845,CPT,Anterior instrumentation; 2 to 3 vertebral segments,37,-1,-1,-1,-1,22,11,-1,-1,-1,-1,-1,-1 
CPT-22846,CPT,Anterior instrumentation; 4 to 7 vertebral segments,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22849,CPT,Reinsertion of spinal fixation device,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22850,CPT,Removal of posterior nonsegmental instrumentation (eg  Harrington rod),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22851,CPT,Application of intervertebral biomechanical device(s) (eg  synthetic cage(s)  threaded bone dowel(s)  methylmethacrylate) to vertebral defect or interspace,162,-1,-1,-1,31,99,27,-1,-1,-1,-1,-1,-1 
CPT-22852,CPT,Removal of posterior segmental instrumentation,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22855,CPT,Removal of anterior instrumentation,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22856,CPT,TOT DISC ARTHRP ART DISC ANT APPRO 1 NTRSPC CRV,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-22865,CPT,Removal of total disc arthroplasty (artificial disc)  anterior approach  lumbar  single interspace,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-23350,CPT,Injection procedure for shoulder arthrography or enhanced CT/MRI shoulder arthrography,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-23410,CPT,Repair of ruptured musculotendinous cuff (eg  rotator cuff) open; acute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-23412,CPT,Repair of ruptured musculotendinous cuff (eg  rotator cuff) open; chronic,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-23700,CPT,Manipulation under anesthesia  shoulder joint  including application of fixation apparatus (dislocation excluded),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24149,CPT,Radical resection of capsule  soft tissue  and heterotopic bone  elbow  with contracture release (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24300,CPT,Manipulation  elbow  under anesthesia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24332,CPT,Tenolysis  triceps,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24341,CPT,Repair  tendon or muscle  upper arm or elbow  each tendon or muscle  primary or secondary (excludes rotator cuff),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24357,CPT,TENOTOMY ELBOW LATERAL/MEDIAL PERCUTANEOUS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24358,CPT,TNOT ELBOW LATERAL/MEDIAL DEBRIDE OPEN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-24430,CPT,Repair of nonunion or malunion  humerus; without graft (eg  compression technique),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25020,CPT,Decompression fasciotomy  forearm and/or wrist  flexor OR extensor compartment; without debridement of nonviable muscle and/or nerve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25040,CPT,Arthrotomy  radiocarpal or midcarpal joint  with exploration  drainage  or removal of foreign body,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25111,CPT,Excision of ganglion  wrist (dorsal or volar); primary,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25260,CPT,Repair  tendon or muscle  flexor  forearm and/or wrist; primary  single  each tendon or muscle,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25295,CPT,Tenolysis  flexor or extensor tendon  forearm and/or wrist  single  each tendon,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25575,CPT,Open treatment of radial AND ulnar shaft fractures  with internal or external fixation; of radius AND ulna,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-25907,CPT,Amputation  forearm  through radius and ulna; secondary closure or scar revision,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-26055,CPT,Tendon sheath incision (eg  for trigger finger),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-26115,CPT,Excision  tumor or vascular malformation  soft tissue of hand or finger; subcutaneous,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-26350,CPT,Repair or advancement  flexor tendon  not in zone 2 digital flexor tendon sheath (eg  no man's land); primary or secondary without free graft  each tendon,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27033,CPT,Arthrotomy  hip  including exploration or removal of loose or foreign body,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27096,CPT,Injection procedure for sacroiliac joint  arthrography and/or anesthetic/steroid,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27097,CPT,Release or recession  hamstring  proximal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27299,CPT,Unlisted procedure  pelvis or hip joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27306,CPT,Tenotomy  percutaneous  adductor or hamstring; single tendon (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27328,CPT,Excision  tumor  thigh or knee area; deep  subfascial  or intramuscular,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27340,CPT,Excision  prepatellar bursa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27370,CPT,Injection procedure for knee arthrography,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27372,CPT,Removal of foreign body  deep  thigh region or knee area,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27385,CPT,Suture of quadriceps or hamstring muscle rupture; primary,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27391,CPT,Tenotomy  open  hamstring  knee to hip; multiple tendons  one leg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27418,CPT,Anterior tibial tubercleplasty (eg  Maquet type procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27422,CPT,Reconstruction of dislocating patella; with extensor realignment and/or muscle advancement or release (eg  Campbell  Goldwaite type procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27427,CPT,Ligamentous reconstruction (augmentation)  knee; extra-articular,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27446,CPT,Arthroplasty  knee  condyle and plateau; medial OR lateral compartment,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27570,CPT,Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices),12,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27590,CPT,Amputation  thigh  through femur  any level;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27599,CPT,Unlisted procedure  femur or knee,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27600,CPT,Decompression fasciotomy  leg; anterior and/or lateral compartments only,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27601,CPT,Decompression fasciotomy  leg; posterior compartment(s) only,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27602,CPT,Decompression fasciotomy  leg; anterior and/or lateral  and posterior compartment(s),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27635,CPT,Excision or curettage of bone cyst or benign tumor  tibia or fibula;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27685,CPT,Lengthening or shortening of tendon  leg or ankle; single tendon (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27687,CPT,Gastrocnemius recession (eg  Strayer procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27691,CPT,Transfer or transplant of single tendon (with muscle redirection or rerouting); deep (eg  anterior tibial or posterior tibial through interosseous space  flexor digitorum longus  flexor hallucis longus  or peroneal tendon to midfoot or hindfoot),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27707,CPT,Osteotomy; fibula,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27892,CPT,Decompression fasciotomy  leg; anterior and/or lateral compartments only  with debridement of nonviable muscle and/or nerve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-27894,CPT,Decompression fasciotomy  leg; anterior and/or lateral  and posterior compartment(s)  with debridement of nonviable muscle and/or nerve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28008,CPT,Fasciotomy  foot and/or toe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28035,CPT,Release  tarsal tunnel (posterior tibial nerve decompression),32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1 
CPT-28045,CPT,Excision  tumor  foot; deep  subfascial  intramuscular,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28060,CPT,Fasciectomy  plantar fascia; partial (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28080,CPT,Excision  interdigital (Morton) neuroma  single  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28090,CPT,Excision of lesion  tendon  tendon sheath  or capsule (including synovectomy) (eg  cyst or ganglion); foot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28112,CPT,Ostectomy  complete excision; other metatarsal head (second  third or fourth),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28113,CPT,Ostectomy  complete excision; fifth metatarsal head,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28119,CPT,Ostectomy  calcaneus; for spur  with or without plantar fascial release,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28122,CPT,Partial excision (craterization  saucerization  sequestrectomy  or diaphysectomy) bone (eg  osteomyelitis or bossing); tarsal or metatarsal bone  except talus or calcaneus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28124,CPT,Partial excision (craterization  saucerization  sequestrectomy  or diaphysectomy) bone (eg  osteomyelitis or bossing); phalanx of toe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28153,CPT,Resection  condyle(s)  distal end of phalanx  each toe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28190,CPT,Removal of foreign body  foot; subcutaneous,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28250,CPT,Division of plantar fascia and muscle (eg  Steindler stripping) (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28270,CPT,Capsulotomy; metatarsophalangeal joint  with or without tenorrhaphy  each joint (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28285,CPT,Correction  hammertoe (eg  interphalangeal fusion  partial or total phalangectomy),14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28289,CPT,Hallux rigidus correction with cheilectomy  debridement and capsular release of the first metatarsophalangeal joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28291,CPT,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/IMPLT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28296,CPT,Correction  hallux valgus (bunion)  with or without sesamoidectomy; with metatarsal osteotomy (eg  Mitchell  Chevron  or concentric type procedures),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28297,CPT,Correction  hallux valgus (bunion)  with or without sesamoidectomy; Lapidus-type procedure,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28299,CPT,Correction  hallux valgus (bunion)  with or without sesamoidectomy; by double osteotomy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28307,CPT,Osteotomy  with or without lengthening  shortening or angular correction  metatarsal; first metatarsal with autograft (other than first toe),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28308,CPT,Osteotomy  with or without lengthening  shortening or angular correction  metatarsal; other than first metatarsal  each,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28310,CPT,Osteotomy  shortening  angular or rotational correction; proximal phalanx  first toe (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28645,CPT,Open treatment of metatarsophalangeal joint dislocation  with or without internal or external fixation,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28705,CPT,Arthrodesis; pantalar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28725,CPT,Arthrodesis; subtalar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28730,CPT,Arthrodesis  midtarsal or tarsometatarsal  multiple or transverse;,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28740,CPT,Arthrodesis  midtarsal or tarsometatarsal  single joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28750,CPT,Arthrodesis  great toe; metatarsophalangeal joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28755,CPT,Arthrodesis  great toe; interphalangeal joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28820,CPT,Amputation  toe; metatarsophalangeal joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28825,CPT,Amputation  toe; interphalangeal joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-28899,CPT,Unlisted procedure  foot or toes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29125,CPT,Application of short arm splint (forearm to hand); static,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29200,CPT,Strapping; thorax,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29240,CPT,Strapping; shoulder (eg  Velpeau),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29280,CPT,Strapping; hand or finger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29530,CPT,Strapping; knee,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29540,CPT,Strapping; ankle and/or foot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29550,CPT,Strapping; toes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29580,CPT,Strapping; Unna boot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29581,CPT,APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29800,CPT,Arthroscopy  temporomandibular joint  diagnostic  with or without synovial biopsy (separate procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29806,CPT,Arthroscopy  shoulder  surgical; capsulorrhaphy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29807,CPT,Arthroscopy  shoulder  surgical; repair of SLAP lesion,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29823,CPT,Arthroscopy  shoulder  surgical; debridement  extensive,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29824,CPT,Arthroscopy  shoulder  surgical; distal claviculectomy including distal articular surface (Mumford procedure),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29826,CPT,Arthroscopy  shoulder  surgical; decompression of subacromial space with partial acromioplasty  with or without coracoacromial release,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29827,CPT,Arthroscopy  shoulder  surgical; with rotator cuff repair,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29828,CPT,ARTHROSCOPY SHOULDER BICEPS TENODESIS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29845,CPT,Arthroscopy  wrist  surgical; synovectomy  complete,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29846,CPT,Arthroscopy  wrist  surgical; excision and/or repair of triangular fibrocartilage and/or joint debridement,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29848,CPT,Endoscopy  wrist  surgical  with release of transverse carpal ligament,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29861,CPT,Arthroscopy  hip  surgical; with removal of loose body or foreign body,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29862,CPT,Arthroscopy  hip  surgical; with debridement/shaving of articular cartilage (chondroplasty)  abrasion arthroplasty  and/or resection of labrum,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29863,CPT,Arthroscopy  hip  surgical; with synovectomy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29873,CPT,Arthroscopy  knee  surgical; with lateral release,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29876,CPT,Arthroscopy  knee  surgical; synovectomy  major  two or more compartments (eg  medial or lateral),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29881,CPT,Arthroscopy  knee  surgical; with meniscectomy (medial OR lateral  including any meniscal shaving),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29888,CPT,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-29916,CPT,ARTHROSCOPY HIP W/LABRAL REPAIR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3008F,CPT,BODY MASS INDEX DOCUMENTED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-30140,CPT,Submucous resection inferior turbinate  partial or complete  any method,20,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3014F,CPT,Screening mammography results documented and reviewed (PV),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3017F,CPT,Colorectal cancer screening results documented and reviewed (PV) (Includes: fecal occult blood testing annually  flexible sigmoidoscopy every 5 years  annual fecal occult blood testing plus flexible sigmoidoscopy every 5 years  double-contrast barium enema every 5 years  or colonoscopy every 10 years),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3037F,CPT,Oxygen saturation > 88% or PaO2 > 55 mmHg (COPD),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3044F,CPT,MOST RECENT HEMOGLOBIN A1C LEVEL < 7.0%,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3048F,CPT,Most recent LDL-C <100 mg/dL (DM),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3049F,CPT,Most recent LDL-C 100-129 mg/dL (DM),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-30520,CPT,Septoplasty or submucous resection  with or without cartilage scoring  contouring or replacement with graft,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-3074F,CPT,MOST RECENT SYSTOLIC BLOOD PRESSURE <130 MM HG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
